eps,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
0.3,,,,0.9721739130434782
0.5,,,,0.9669565217391304
0.7,,,,0.9626086956521739
1.0,0.7823942113915685,156.3007669419678,0.29228130420288523,0.9434782608695652
1.5,,,,0.9278260869565217
2.0,0.3951632904906936,12.639103989887634,0.9449064581668437,0.9095652173913044
