n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.4209144115447998,1169.6704512443337,0.8449957077428425,0.0,8373.670107457086,8318.147418022156
3,0.45183396339416504,1407.5517132966922,0.822535880221222,0.0,8134.045768837293,8048.237976074219
4,0.41560181975364685,1151.9438713103366,0.8123383638634222,0.0,7848.0469423406075,7731.95404624939
5,0.4235777258872986,1211.189553351722,0.8061995632085287,0.0,7767.0535231772965,7620.675523757935
6,0.41641712188720703,1191.7951873941777,0.7605975803629094,0.0,7646.72385180146,7470.060749053955
8,0.3842279314994812,1050.987734835433,0.7018152226447332,0.0,7505.848430291549,7268.615120887756
10,0.35031065344810486,1190.0201578930596,0.8361973584671574,0.0,7521.375930458274,7223.572414398193
