eps,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
0.3,0.09327518194913864,109.30549485487438,0.7270559846592914,0.0017391304347826088
0.5,,,,0.0
0.7,,,,0.0
1.0,,,,0.0
1.5,,,,0.0
2.0,,,,0.0
