eps,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
0.3,,,,0.009565217391304347
0.5,,,,0.0
0.7,,,,0.0
1.0,,,,0.0
1.5,,,,0.0
2.0,,,,0.0
