eps,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
0.3,,,,1.0
0.5,,,,1.0
0.7,,,,1.0
1.0,0.9413752555847168,10588.579014126191,0.07351770521393476,0.9669565217391304
1.5,0.541610062122345,3664.2959503711572,0.4984804609747688,0.5495652173913044
2.0,0.19863268733024597,745.4713935754216,0.6356177309312737,0.1634782608695652
