n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.41786057152516487,1299.0580186450045,0.8629161895382711,0.0,2879.299326647208
3,0.4723938813349593,1680.283249375405,0.7570464261132596,0.0,1561.7876697212096
4,0.4578617997568375,1590.8358913779416,0.7707352092446685,0.0,1188.419890902954
5,0.42799314699386226,1382.178619278296,0.8250837287638554,0.0,1052.9929623233165
6,0.42890456131148097,1418.9189785106203,0.7608304858876261,0.0,852.288545350378
8,0.4062088102417847,1487.2132615030519,0.7892597354871275,0.0,606.705595507995
10,0.40783825474275204,1627.5846262806992,0.7997545674529289,0.0,443.15753777572286
