subject_id,dataset
sub-STUKLFR0673,UKLFR/stroke_UKLFR
sub-STUKLFR0674,UKLFR/stroke_UKLFR
sub-STUKLFR0675,UKLFR/stroke_UKLFR
sub-STUKLFR0676,UKLFR/stroke_UKLFR
sub-STUKLFR0677,UKLFR/stroke_UKLFR
sub-STUKLFR0678,UKLFR/stroke_UKLFR
sub-STUKLFR0679,UKLFR/stroke_UKLFR
sub-STUKLFR0680,UKLFR/stroke_UKLFR
sub-STUKLFR0681,UKLFR/stroke_UKLFR
sub-STUKLFR0682,UKLFR/stroke_UKLFR
sub-STUKLFR0683,UKLFR/stroke_UKLFR
sub-STUKLFR0684,UKLFR/stroke_UKLFR
sub-STUKLFR0685,UKLFR/stroke_UKLFR
sub-STUKLFR0686,UKLFR/stroke_UKLFR
sub-STUKLFR0687,UKLFR/stroke_UKLFR
sub-STUKLFR0688,UKLFR/stroke_UKLFR
sub-STUKLFR0689,UKLFR/stroke_UKLFR
sub-STUKLFR0690,UKLFR/stroke_UKLFR
sub-STUKLFR0691,UKLFR/stroke_UKLFR
sub-STUKLFR0692,UKLFR/stroke_UKLFR
sub-STUKLFR0693,UKLFR/stroke_UKLFR
sub-STUKLFR0694,UKLFR/stroke_UKLFR
sub-STUKLFR0695,UKLFR/stroke_UKLFR
sub-STUKLFR0696,UKLFR/stroke_UKLFR
sub-STUKLFR0697,UKLFR/stroke_UKLFR
sub-STUKLFR0698,UKLFR/stroke_UKLFR
sub-STUKLFR0699,UKLFR/stroke_UKLFR
sub-STUKLFR0700,UKLFR/stroke_UKLFR
sub-STUKLFR0701,UKLFR/stroke_UKLFR
sub-STUKLFR0702,UKLFR/stroke_UKLFR
sub-STUKLFR0703,UKLFR/stroke_UKLFR
sub-STUKLFR0704,UKLFR/stroke_UKLFR
sub-STUKLFR0706,UKLFR/stroke_UKLFR
sub-STUKLFR0707,UKLFR/stroke_UKLFR
sub-STUKLFR0708,UKLFR/stroke_UKLFR
sub-STUKLFR0709,UKLFR/stroke_UKLFR
sub-STUKLFR0710,UKLFR/stroke_UKLFR
sub-STUKLFR0711,UKLFR/stroke_UKLFR
sub-STUKLFR0712,UKLFR/stroke_UKLFR
sub-STUKLFR0713,UKLFR/stroke_UKLFR
sub-STUKLFR0714,UKLFR/stroke_UKLFR
sub-STUKLFR0715,UKLFR/stroke_UKLFR
sub-STUKLFR0716,UKLFR/stroke_UKLFR
sub-STUKLFR0717,UKLFR/stroke_UKLFR
sub-STUKLFR0718,UKLFR/stroke_UKLFR
sub-STUKLFR0719,UKLFR/stroke_UKLFR
sub-STUKLFR0720,UKLFR/stroke_UKLFR
sub-STUKLFR0721,UKLFR/stroke_UKLFR
sub-STUKLFR0722,UKLFR/stroke_UKLFR
sub-STUKLFR0723,UKLFR/stroke_UKLFR
sub-STUKLFR0724,UKLFR/stroke_UKLFR
sub-STUKLFR0725,UKLFR/stroke_UKLFR
sub-STUKLFR0726,UKLFR/stroke_UKLFR
sub-STUKLFR0727,UKLFR/stroke_UKLFR
sub-STUKLFR0728,UKLFR/stroke_UKLFR
sub-STUKLFR0729,UKLFR/stroke_UKLFR
sub-STUKLFR0730,UKLFR/stroke_UKLFR
sub-STUKLFR0731,UKLFR/stroke_UKLFR
sub-STUKLFR0732,UKLFR/stroke_UKLFR
sub-STUKLFR0733,UKLFR/stroke_UKLFR
sub-STUKLFR0735,UKLFR/stroke_UKLFR
