n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.42654971469292063,1084.0896474925232,0.9165006863474741,0.0,18578.27783846317,18522.755149028242
3,0.3839454096832878,1038.3886995821645,0.9326017426573129,0.0,18514.71404609269,18428.906253329616
4,0.33695621993303804,775.9019752622588,0.7777515129571947,0.0,18360.44808497649,18244.355188885274
5,0.36516258085957076,947.0317269910878,0.8492293223021588,0.0,18336.887256821086,18190.509257401725
6,0.37191553347461,982.1077364991811,0.9122587360265785,0.0,18372.541398583508,18195.878295836003
8,0.341324773556425,927.1731934297555,0.9019212994379147,0.0,18366.85721242848,18129.623903024687
10,0.34799555389787834,990.4886531144948,0.8340480994807791,0.0,18415.43918067185,18117.635664611767
