session,id,timestamp,params,output,notes
s1.1,,28-07-26 16:49,"{""base_params"": {""n_components"": 2, ""perplexity"": 30, ""early_exaggeration"": 12, ""learning_rate"": 200, ""max_iter"": 1000, ""random_state"": 0}, ""tuning_grid"": {""perplexity"": [5, 15, 30, 50, 75]}}",results/lesion/dim_reduction/tsne/tuning/28-07_s1.1,"first tuning_grid on perplexity [5,15,30,50,75]"
