index	label
1	7Networks_LH_Default_FPole_1
2	7Networks_LH_Default_FPole_2
3	7Networks_LH_Default_IPL_1
4	7Networks_LH_Default_IPL_2
5	7Networks_LH_Default_IPL_3
6	7Networks_LH_Default_IPL_4
7	7Networks_LH_Default_IPL_5
8	7Networks_LH_Default_PCC_1
9	7Networks_LH_Default_PCC_2
10	7Networks_LH_Default_PCC_3
11	7Networks_LH_Default_PFCd_1
12	7Networks_LH_Default_PFCd_2
13	7Networks_LH_Default_PFCd_3
14	7Networks_LH_Default_PFCd_4
15	7Networks_LH_Default_PFCd_5
16	7Networks_LH_Default_PFCd_6
17	7Networks_LH_Default_PFCl
18	7Networks_LH_Default_PFCm_1
19	7Networks_LH_Default_PFCm_2
20	7Networks_LH_Default_PFCm_3
21	7Networks_LH_Default_PFCv_1
22	7Networks_LH_Default_PFCv_2
23	7Networks_LH_Default_PFCv_3
24	7Networks_LH_Default_PFCv_4
25	7Networks_LH_Default_PFCv_5
26	7Networks_LH_Default_RSC_1
27	7Networks_LH_Default_RSC_2
28	7Networks_LH_Default_TempPole
29	7Networks_LH_Default_Temp_1
30	7Networks_LH_Default_Temp_2
31	7Networks_LH_Default_Temp_3
32	7Networks_LH_Default_Temp_4
33	7Networks_LH_Default_Temp_5
34	7Networks_LH_Default_Temp_6
35	7Networks_LH_Default_pCun
36	7Networks_LH_Cont_Cingm
37	7Networks_LH_Cont_FPole_1
38	7Networks_LH_Cont_IPL
39	7Networks_LH_Cont_IPS_1
40	7Networks_LH_Cont_IPS_2
41	7Networks_LH_Cont_IPS_3
42	7Networks_LH_Cont_Ins
43	7Networks_LH_Cont_PCC
44	7Networks_LH_Cont_PFCd_1
45	7Networks_LH_Cont_PFCl_1
46	7Networks_LH_Cont_PFCl_2
47	7Networks_LH_Cont_PFCl_3
48	7Networks_LH_Cont_PFCl_4
49	7Networks_LH_Cont_PFCv_1
50	7Networks_LH_Cont_PrC
51	7Networks_LH_Cont_TempOcc
52	7Networks_LH_Cont_pCun
53	7Networks_LH_Limbic_FPole
54	7Networks_LH_Limbic_OFC_1
55	7Networks_LH_Limbic_OFC_2
56	7Networks_LH_Limbic_OFC_3
57	7Networks_LH_Limbic_OFC_4
58	7Networks_LH_Limbic_PHC
59	7Networks_LH_Limbic_ST
60	7Networks_LH_Limbic_TempPole_1
61	7Networks_LH_Limbic_TempPole_2
62	7Networks_LH_Limbic_Temp_1
63	7Networks_LH_Limbic_Temp_2
64	7Networks_LH_SalVentAttn_FrMed_1
65	7Networks_LH_SalVentAttn_FrMed_2
66	7Networks_LH_SalVentAttn_FrMed_3
67	7Networks_LH_SalVentAttn_FrOper
68	7Networks_LH_SalVentAttn_IPL_1
69	7Networks_LH_SalVentAttn_IPL_2
70	7Networks_LH_SalVentAttn_Ins_1
71	7Networks_LH_SalVentAttn_Ins_2
72	7Networks_LH_SalVentAttn_Ins_3
73	7Networks_LH_SalVentAttn_Ins_4
74	7Networks_LH_SalVentAttn_Ins_5
75	7Networks_LH_SalVentAttn_Ins_6
76	7Networks_LH_SalVentAttn_PFCl
77	7Networks_LH_SalVentAttn_PostC
78	7Networks_LH_SalVentAttn_PrCv
79	7Networks_LH_SalVentAttn_SPL_1
80	7Networks_LH_SalVentAttn_SPL_2
81	7Networks_LH_SalVentAttn_Temp
82	7Networks_LH_DorsAttn_IPL
83	7Networks_LH_DorsAttn_IPS_1
84	7Networks_LH_DorsAttn_IPS_2
85	7Networks_LH_DorsAttn_PostC_1
86	7Networks_LH_DorsAttn_PostC_2
87	7Networks_LH_DorsAttn_PrCd_1
88	7Networks_LH_DorsAttn_PrCd_2
89	7Networks_LH_DorsAttn_PrCv
90	7Networks_LH_DorsAttn_SPL_1
91	7Networks_LH_DorsAttn_SPL_2
92	7Networks_LH_DorsAttn_SPL_3
93	7Networks_LH_DorsAttn_SPL_4
94	7Networks_LH_DorsAttn_TempOcc_1
