n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.05806751210561868,81.1081603384247,3.019880234058282,0.0,595468.2798855501,479622.7121381788
3,0.36537128563599497,99.55139782476108,2.082479144740064,0.0,829087.0165524901,655316.1411728224
4,0.3967843355838295,137.95568913143416,1.9540427238905094,0.0,732674.3895921011,500978.2065801371
5,0.39642624065355575,120.3993063200981,2.239294466181773,0.0,704060.0329553946,414438.5423111342
6,0.396805610702655,103.40794577571769,2.2647075093045577,0.0,715362.8203534172,367816.02207686054
8,0.3359876297520697,89.04108896618936,2.1214196627377007,0.0,772134.9668945107,308737.5533533614
10,0.2729865941133724,73.59322415828333,2.1326186034764056,0.0,880956.1319518313,301708.1031460893
