n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.5058107972145081,1620.7877958013912,0.7458732251574199,0.0,48387.9765625
3,0.4503950774669647,1547.3240781960712,0.8198227526254417,0.0,31556.810546875
4,0.4789241850376129,1385.9753767269572,0.655294304808618,0.0,25215.68359375
5,0.43403711915016174,1361.8143432179527,0.8838536557748986,0.0,20269.0546875
6,0.5042592883110046,1970.4465934313682,0.5810916171146613,0.0,12140.517578125
8,0.4954967796802521,2436.1276854430503,0.6298009017273225,0.0,7324.39404296875
10,0.47499120235443115,2563.9288658988057,0.7262504885372203,0.0,5493.75146484375
