n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.4307219982147217,986.5107013175567,0.9694409585902868,0.0,9591.24978217785,9535.72709274292
3,0.4457535445690155,1210.735416937931,0.7673642215723552,0.0,9317.550731758436,9231.742938995361
4,0.49600750207901,1549.3779253843743,0.692716535673463,0.0,9152.616139041656,9036.52324295044
5,0.4945722818374634,1460.0189951639636,0.7216178748618145,0.0,9056.83721553722,8910.459216117859
6,0.4441244900226593,1272.4827048352636,0.8897942133469668,0.0,8705.43077910096,8528.767676353455
8,0.43055829405784607,1425.3073920178417,0.8988278804330925,0.0,8625.768540994064,8388.535231590271
10,0.4051068425178528,1232.4642629986777,1.6877119589218723,0.0,8506.25294461843,8208.44942855835
