n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
2,0.43541557890712734,1217.2609181247956,0.877116106687734,0.0
3,0.3813661587130526,1287.575692484129,0.88943229523985,0.0
4,0.4153138017175049,1447.6236684011449,0.8439760085834996,0.0
5,0.40553958858840167,1343.7653316021913,0.8394898749414587,0.0
6,0.37210104423362184,1310.6256568986817,0.8707911042417612,0.0
8,0.33171333243540707,1285.8109146525244,0.8939655960606345,0.0
10,0.3584474939262275,1407.870481683159,0.8248575029842501,0.0
