session,id,timestamp,params,output,notes
s1.1,,29-07-26 08:53,"{""base_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""tuning_grid"": {""n_neighbors"": [5, 15, 30, 50, 100], ""metric"": [""euclidean"", ""jaccard"", ""dice""], ""regress_out_volume"": [false, true]}}",results/lesion/dim_reduction/umap/tuning/29-07_s1.1,clean re-run after deleting confusing prior tuning attempts: n_neighbors x metric x regress_out_volume
s1.1,,03-08-26 19:53,"{""base_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""tuning_grid"": {""metric"": [""euclidean"", ""jaccard"", ""dice""], ""regress_out_volume"": [false, true], ""n_neighbors"": [5, 15, 30, 50, 100], ""min_dist"": [0.0, 0.1, 0.25]}}",results/lesion/dim_reduction/umap/tuning/03-08_s1.1,"umap tuning: metric x regress_out_volume (nested, n_components fissato a 2) + n_neighbors x min_dist (grid)."
s1.1,ncomp,04-08-26 10:28,"{""base_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""tuning_grid"": {""metric"": [""euclidean""], ""n_components"": [5, 10], ""regress_out_volume"": [false, true], ""n_neighbors"": [5, 15, 30, 50, 100], ""min_dist"": [0.0, 0.1, 0.25]}}",results/lesion/dim_reduction/umap/tuning/03-08_s1.1,"umap tuning: solo euclidean, n_components [5,10] (2 gia' fatto in s1.1) x regress_out_volume (nested) + n_neighbors x min_dist (grid). - merged by hand into 03-08_s1.1/metric=euclidean/regress_out_volume={False,True}/n_components={5,10}, folder 04-08_s1.1_ncomp removed after the move."
s1.1,,04-08-26 16:15,"{""base_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""tuning_grid"": {""metric"": [""jaccard"", ""dice""], ""n_components"": [5, 10], ""regress_out_volume"": [false], ""n_neighbors"": [5, 15, 30, 50, 100], ""min_dist"": [0.0, 0.1, 0.25]}}",results/lesion/dim_reduction/umap/tuning/03-08_s1.1,"umap tuning: jaccard+dice, n_components [5,10] (2 gia' fatto in s1.1), regress_out_volume=False (True escluso per queste metriche) x n_neighbors x min_dist (grid). write_embeddings_grid=false: rifit identico a quello gia' fatto a n_components=2 con la stessa griglia n_neighbors/min_dist. - merged by hand into 03-08_s1.1/metric={jaccard,dice}/regress_out_volume=False/n_components={5,10}, folder 04-08_s1.1 removed after the move."
