n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.655064005919504,818.9400376907254,0.6265765325917227,0.0,647759.9633460463
3,0.6953262200288383,1611.9613597199923,0.5210485773557133,0.0,291241.7447899162
4,0.6778350637356162,1656.1276485296737,0.521143925517801,0.0,208015.31780117078
5,0.672674188199835,2204.5029775817843,0.5180528452536767,0.0,127549.32699625814
6,0.6642828055335197,2188.509055582431,0.517012744772212,0.0,105047.85174398709
8,0.6044721586184413,2905.628993066817,0.5253968820843637,0.0,59002.00858300312
10,0.6280238946568951,3660.5211440764465,0.4893192179290839,0.0,37120.07400304097
