n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.2979875697315684,372.2595945621816,1.2986596564883193,0.0,13931.87284224784,13876.350152812909
3,0.13660538487960894,356.5737547867897,1.0435477711008867,0.0,12500.345918656558,12414.538125893483
4,0.08341763725488499,347.5761409828462,0.9903184187790814,0.0,11834.9328714301,11718.839975338882
5,0.1497719858400592,423.616953048917,0.8286337225013185,0.0,11457.495424541605,11311.117425122244
6,0.14010419442499736,430.3702624142542,1.0077802023712474,0.0,11412.228556286804,11235.565453539299
8,0.18029515686811265,585.8514253985587,0.9715628490785062,0.0,11232.930138017187,10995.696828613394
10,0.15733710768455209,546.8999644686722,1.1546870063906711,0.0,11241.18940065824,10943.38588459816
