n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.7562562823295593,7348.363401191308,0.343918355332618,0.0,7475.01171875
3,0.5722289681434631,5167.687419619923,0.7477978916581547,0.0,5526.33251953125
4,0.5722099542617798,7176.636289847454,0.5885658280853876,0.0,2796.0498046875
5,0.6015864014625549,7521.049878599174,0.5466388990316171,0.0,2028.568359375
6,0.555536687374115,10286.78984196888,0.6018387413105719,0.0,1203.915771484375
8,0.5414352416992188,12010.833311159437,0.6395251422395649,0.0,741.3763427734375
10,0.4914507269859314,11112.48482369613,0.753263359479674,0.0,623.5119018554688
