n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.4175111651420593,1234.3430081403083,0.8700384402712761,0.0,3062.216796875
3,0.45029476284980774,1424.1670834960814,0.8352716469813061,0.0,1824.3238525390625
4,0.46192479133605957,1453.7713184933616,0.7733683811196344,0.0,1322.3406982421875
5,0.44899412989616394,1402.1879475872174,0.8123493184037087,0.0,1077.4404296875
6,0.46051812171936035,1538.7879487561895,0.783050335276331,0.0,822.5582275390625
8,0.4528278410434723,1607.6620017280454,0.7233141759137438,0.0,585.4488525390625
10,0.4041637182235718,1547.3066722745148,0.8051332669203439,0.0,480.8604736328125
