run_id,timestamp,run_type,params,output,notes
s1.1_d00_n_comp4,23-07-26 20:10,production,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_params"": {""n_components"": 4, ""random_state"": 0}}",results/lesion/dim_reduction_clustering/umap-gmm/23-07_s1.1_d00_n_comp4,"umap (n_neighbors=5, min_dist=0.0) + all 5 clustering methods, voxel-wise matrix"
