n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction
2,0.6018718481063843,2699.7965282517084,0.5703056228808582,0.0
3,0.4661146104335785,2122.533813961464,0.8057170423566999,0.0
4,0.48236072063446045,2045.6306265066646,0.7835049278408895,0.0
5,0.43326979875564575,2231.90931530689,0.8166419532551522,0.0
6,0.41763848066329956,2138.6568620740873,0.8460711660114963,0.0
8,0.3979174792766571,2254.086666168188,0.8439193346159664,0.0
10,0.3659037947654724,2091.082438742944,0.9056758885620981,0.0
