n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.5116729736328125,1610.873476047471,0.7453641405919429,0.0,14767.960673901483,14712.437984466553
3,0.4328468441963196,1443.4573849361918,0.8480305069522943,0.0,14630.07681475099,14544.269021987915
4,0.37382954359054565,780.4451433377853,1.0217406169927494,0.0,13816.241570102447,13700.14867401123
5,0.4358741343021393,1029.9768021924153,1.0182313882287046,0.0,13444.21559822002,13297.83759880066
6,0.4853387773036957,1724.9575145168458,0.5838029596221755,0.0,13205.694017054146,13029.03091430664
8,0.38846293091773987,1445.2832057117232,0.6351998478803607,0.0,12923.194597855942,12685.961288452148
10,0.3872566521167755,1872.7018599010032,0.8368483872925534,0.0,12887.85980954763,12590.056293487549
