n_clusters,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,inertia
2,0.4270229935646057,1105.4055849250642,0.9456059975171168,0.0,5480.84375
3,0.47417402267456055,1417.0239798781236,0.763601235967141,0.0,3099.599365234375
4,0.49677765369415283,1552.5763478391154,0.6931891998653692,0.0,2124.305419921875
5,0.49624893069267273,1497.120304381584,0.715661273077676,0.0,1726.8057861328125
6,0.47455623745918274,1520.819912502317,0.8010721032148048,0.0,1406.8931884765625
8,0.46924155950546265,1671.7079108447272,0.7739901106813318,0.0,956.548095703125
10,0.44013410806655884,1733.3135078194994,0.7500482435706004,0.0,732.6451416015625
