session,id,timestamp,params,output,notes
s1.1,d00,23-07-26 17:55,"{""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}",results/lesion/dim_reduction/umap/23-07_s1.1_d00,"UMAP production run on voxel-wise lesion matrix (21-07_s1.1), best params from existing tuning sweep (n_neighbors=5, min_dist=0.0, trustworthiness=0.740)"
s1.1,nc2_m_dice,11-08-26 19:14,"{""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""dice""}",results/lesion/dim_reduction/production/umap/11-08_s1.1_nc2_m_dice,"first production of dimensionality reduction after specialized tuning - metric=dice, n_components=2"
s1.1,nc10_m_euclidean,11-08-26 20:31,"{""n_neighbors"": 30, ""min_dist"": 0.0, ""n_components"": 10, ""random_state"": 0, ""metric"": ""euclidean""}",results/lesion/dim_reduction/production/umap/11-08_s1.1_nc10_m_euclidean,"first production of dimensionality reduction after specialized tuning - metric=euclidean, n_components=10"
s1.1,nc10_m_dice,11-08-26 20:37,"{""n_neighbors"": 30, ""min_dist"": 0.0, ""n_components"": 10, ""random_state"": 0, ""metric"": ""dice""}",results/lesion/dim_reduction/production/umap/11-08_s1.1_nc10_m_dice,"first production of dimensionality reduction after specialized tuning - metric=dice, n_components=10"
s1.1,nc2_m_euclidean,11-08-26 20:56,"{""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""euclidean""}",results/lesion/dim_reduction/production/umap/11-08_s1.1_nc2_m_euclidean,"first production of dimensionality reduction after specialized tuning - metric=euclidean, n_components=2 (re-run 11-08, same params as the 23-07 run, so every production leaf shares the same session date)"
