n_components,silhouette,calinski_harabasz,davies_bouldin,noise_fraction,bic,aic
2,0.7562562823295593,7348.363401191308,0.343918355332618,0.0,10334.360248181269,10278.837558746338
3,0.5739172101020813,5141.968800433421,0.7947495091991724,0.0,9508.694625953993,9422.886833190918
4,0.5688873529434204,7109.980412490121,0.596861709549785,0.0,8949.015637027496,8832.92274093628
5,0.6010160446166992,7517.537252469125,0.5463922096425219,0.0,8859.925093764454,8713.547094345093
6,0.5568574070930481,10226.007832403471,0.5958500400164436,0.0,8625.015577913826,8448.35247516632
8,0.4895288646221161,9436.661307836064,0.6911125581047018,0.0,8427.169107095138,8189.935797691345
10,0.4480263888835907,8679.113508252527,0.783272236971364,0.0,8140.1265026628635,7842.322986602783
